r030,txt,rate,cc,exchangedate
752,Шведська крона,3.0797,SEK,18.08.2021
756,Швейцарський франк,29.2957,CHF,18.08.2021
818,Єгипетський фунт,1.6989,EGP,18.08.2021
826,Фунт стерлінгів,36.7824,GBP,18.08.2021
840,Долар США,26.6752,USD,18.08.2021
933,Білоруський рубль,10.6838,BYN,18.08.2021
946,Румунський лей,6.3723,RON,18.08.2021
949,Турецька ліра,3.169,TRY,18.08.2021
960,СПЗ (спеціальні права запозичення),37.929,XDR,18.08.2021
975,Болгарський лев,16.0559,BGN,18.08.2021
978,Євро,31.382,EUR,18.08.2021
985,Злотий,6.8798,PLN,18.08.2021
12,Алжирський динар,0.1992,DZD,18.08.2021
50,Така,0.31622,BDT,18.08.2021
51,Вірменський драм,0.055151,AMD,18.08.2021
364,Іранський ріал,0.0006385,IRR,18.08.2021
368,Іракський динар,0.018368,IQD,18.08.2021
417,Сом,0.31639,KGS,18.08.2021
422,Ліванський фунт,0.017789,LBP,18.08.2021
434,Лівійський динар,5.9481,LYD,18.08.2021
458,Малайзійський ринггіт,6.3539,MYR,18.08.2021
504,Марокканський дирхам,3.0202,MAD,18.08.2021
586,Пакистанська рупія,0.16516,PKR,18.08.2021
704,Донг,0.0011686,VND,18.08.2021
764,Бат,0.81577,THB,18.08.2021
784,Дирхам ОАЕ,7.3011,AED,18.08.2021
788,Туніський динар,9.6477,TND,18.08.2021
860,Узбецький сум,0.0025239,UZS,18.08.2021
934,Туркменський новий манат,7.6619,TMT,18.08.2021
941,Сербський динар,0.27134,RSD,18.08.2021
944,Азербайджанський манат,15.7829,AZN,18.08.2021
972,Сомоні,2.3685,TJS,18.08.2021
981,Ларі,8.6228,GEL,18.08.2021
986,Бразильський реал,5.2481,BRL,18.08.2021
959,Золото,47821.43,XAU,18.08.2021
961,Срібло,637.34,XAG,18.08.2021
962,Платина,27500.8,XPT,18.08.2021
964,Паладій,69001.27,XPD,18.08.2021
36,Австралійський долар,19.3246,AUD,19.08.2021
124,Канадський долар,21.1171,CAD,19.08.2021
156,Юань Женьміньбі,4.1115,CNY,19.08.2021
191,Куна,4.1677,HRK,19.08.2021
203,Чеська крона,1.2274,CZK,19.08.2021
208,Данська крона,4.2005,DKK,19.08.2021
344,Гонконгівський долар,3.4214,HKD,19.08.2021
348,Форинт,0.08913,HUF,19.08.2021
356,Індійська рупія,0.35884,INR,19.08.2021
360,Рупія,0.0018539,IDR,19.08.2021
376,Новий ізраїльський шекель,8.2476,ILS,19.08.2021
392,Єна,0.24281,JPY,19.08.2021
398,Теньге,0.062623,KZT,19.08.2021
410,Вона,0.022801,KRW,19.08.2021
484,Мексиканське песо,1.3353,MXN,19.08.2021
498,Молдовський лей,1.5171,MDL,19.08.2021
554,Новозеландський долар,18.408,NZD,19.08.2021
578,Норвезька крона,2.9983,NOK,19.08.2021
643,Російський рубль,0.36178,RUB,19.08.2021
682,Саудівський ріял,7.1049,SAR,19.08.2021
702,Сінгапурський долар,19.5952,SGD,19.08.2021
710,Ренд,1.7932,ZAR,19.08.2021
752,Шведська крона,3.0571,SEK,19.08.2021
756,Швейцарський франк,29.1224,CHF,19.08.2021
818,Єгипетський фунт,1.697,EGP,19.08.2021
826,Фунт стерлінгів,36.6762,GBP,19.08.2021
840,Долар США,26.6455,USD,19.08.2021
933,Білоруський рубль,10.6098,BYN,19.08.2021
946,Румунський лей,6.3428,RON,19.08.2021
949,Турецька ліра,3.1446,TRY,19.08.2021
960,СПЗ (спеціальні права запозичення),37.8261,XDR,19.08.2021
975,Болгарський лев,15.9583,BGN,19.08.2021
978,Євро,31.2379,EUR,19.08.2021
985,Злотий,6.8485,PLN,19.08.2021
12,Алжирський динар,0.1992,DZD,19.08.2021
50,Така,0.31622,BDT,19.08.2021
51,Вірменський драм,0.055151,AMD,19.08.2021
364,Іранський ріал,0.0006385,IRR,19.08.2021
368,Іракський динар,0.018368,IQD,19.08.2021
417,Сом,0.31639,KGS,19.08.2021
422,Ліванський фунт,0.017789,LBP,19.08.2021
434,Лівійський динар,5.9481,LYD,19.08.2021
458,Малайзійський ринггіт,6.3539,MYR,19.08.2021
504,Марокканський дирхам,3.0202,MAD,19.08.2021
586,Пакистанська рупія,0.16516,PKR,19.08.2021
704,Донг,0.0011686,VND,19.08.2021
764,Бат,0.81577,THB,19.08.2021
784,Дирхам ОАЕ,7.3011,AED,19.08.2021
788,Туніський динар,9.6477,TND,19.08.2021
860,Узбецький сум,0.0025239,UZS,19.08.2021
934,Туркменський новий манат,7.6619,TMT,19.08.2021
941,Сербський динар,0.27134,RSD,19.08.2021
944,Азербайджанський манат,15.7829,AZN,19.08.2021
972,Сомоні,2.3685,TJS,19.08.2021
981,Ларі,8.6228,GEL,19.08.2021
986,Бразильський реал,5.2481,BRL,19.08.2021
959,Золото,47686.12,XAU,19.08.2021
961,Срібло,632.58,XAG,19.08.2021
962,Платина,26677.74,XPT,19.08.2021
964,Паладій,66344.1,XPD,19.08.2021
36,Австралійський долар,19.1043,AUD,20.08.2021
124,Канадський долар,20.9047,CAD,20.08.2021
156,Юань Женьміньбі,4.1068,CNY,20.08.2021
191,Куна,4.1541,HRK,20.08.2021
203,Чеська крона,1.2223,CZK,20.08.2021
208,Данська крона,4.1913,DKK,20.08.2021
344,Гонконгівський долар,3.4206,HKD,20.08.2021
348,Форинт,0.088793,HUF,20.08.2021
356,Індійська рупія,0.3589,INR,20.08.2021
360,Рупія,0.00185,IDR,20.08.2021
376,Новий ізраїльський шекель,8.2054,ILS,20.08.2021
392,Єна,0.24302,JPY,20.08.2021
398,Теньге,0.062425,KZT,20.08.2021
410,Вона,0.02266,KRW,20.08.2021
484,Мексиканське песо,1.3223,MXN,20.08.2021
498,Молдовський лей,1.5167,MDL,20.08.2021
554,Новозеландський долар,18.2235,NZD,20.08.2021
578,Норвезька крона,2.957,NOK,20.08.2021
643,Російський рубль,0.35951,RUB,20.08.2021
682,Саудівський ріял,7.1062,SAR,20.08.2021
702,Сінгапурський долар,19.5499,SGD,20.08.2021
710,Ренд,1.7583,ZAR,20.08.2021
752,Шведська крона,3.0319,SEK,20.08.2021
756,Швейцарський франк,29.061,CHF,20.08.2021
818,Єгипетський фунт,1.6976,EGP,20.08.2021
826,Фунт стерлінгів,36.4471,GBP,20.08.2021
840,Долар США,26.6504,USD,20.08.2021
933,Білоруський рубль,10.5869,BYN,20.08.2021
946,Румунський лей,6.3231,RON,20.08.2021
949,Турецька ліра,3.1257,TRY,20.08.2021
960,СПЗ (спеціальні права запозичення),37.7804,XDR,20.08.2021
975,Болгарський лев,15.9345,BGN,20.08.2021
978,Євро,31.169,EUR,20.08.2021
985,Злотий,6.8007,PLN,20.08.2021
12,Алжирський динар,0.1992,DZD,20.08.2021
50,Така,0.31622,BDT,20.08.2021
51,Вірменський драм,0.055151,AMD,20.08.2021
364,Іранський ріал,0.0006385,IRR,20.08.2021
368,Іракський динар,0.018368,IQD,20.08.2021
417,Сом,0.31639,KGS,20.08.2021
422,Ліванський фунт,0.017789,LBP,20.08.2021
434,Лівійський динар,5.9481,LYD,20.08.2021
458,Малайзійський ринггіт,6.3539,MYR,20.08.2021
504,Марокканський дирхам,3.0202,MAD,20.08.2021
586,Пакистанська рупія,0.16516,PKR,20.08.2021
704,Донг,0.0011686,VND,20.08.2021
764,Бат,0.81577,THB,20.08.2021
784,Дирхам ОАЕ,7.3011,AED,20.08.2021
788,Туніський динар,9.6477,TND,20.08.2021
860,Узбецький сум,0.0025239,UZS,20.08.2021
934,Туркменський новий манат,7.6619,TMT,20.08.2021
941,Сербський динар,0.27134,RSD,20.08.2021
944,Азербайджанський манат,15.7829,AZN,20.08.2021
972,Сомоні,2.3685,TJS,20.08.2021
981,Ларі,8.6228,GEL,20.08.2021
986,Бразильський реал,5.2481,BRL,20.08.2021
959,Золото,47630.93,XAU,20.08.2021
961,Срібло,622.86,XAG,20.08.2021
962,Платина,25785.06,XPT,20.08.2021
964,Паладій,62356.07,XPD,20.08.2021
36,Австралійський долар,19.1043,AUD,21.08.2021
124,Канадський долар,20.9047,CAD,21.08.2021
156,Юань Женьміньбі,4.1068,CNY,21.08.2021
191,Куна,4.1541,HRK,21.08.2021
203,Чеська крона,1.2223,CZK,21.08.2021
208,Данська крона,4.1913,DKK,21.08.2021
344,Гонконгівський долар,3.4206,HKD,21.08.2021
348,Форинт,0.088793,HUF,21.08.2021
356,Індійська рупія,0.3589,INR,21.08.2021
360,Рупія,0.00185,IDR,21.08.2021
376,Новий ізраїльський шекель,8.2054,ILS,21.08.2021
392,Єна,0.24302,JPY,21.08.2021
398,Теньге,0.062425,KZT,21.08.2021
410,Вона,0.02266,KRW,21.08.2021
484,Мексиканське песо,1.3223,MXN,21.08.2021
498,Молдовський лей,1.5167,MDL,21.08.2021
554,Новозеландський долар,18.2235,NZD,21.08.2021
578,Норвезька крона,2.957,NOK,21.08.2021
643,Російський рубль,0.35951,RUB,21.08.2021
682,Саудівський ріял,7.1062,SAR,21.08.2021
702,Сінгапурський долар,19.5499,SGD,21.08.2021
710,Ренд,1.7583,ZAR,21.08.2021
752,Шведська крона,3.0319,SEK,21.08.2021
756,Швейцарський франк,29.061,CHF,21.08.2021
818,Єгипетський фунт,1.6976,EGP,21.08.2021
826,Фунт стерлінгів,36.4471,GBP,21.08.2021
840,Долар США,26.6504,USD,21.08.2021
933,Білоруський рубль,10.5869,BYN,21.08.2021
946,Румунський лей,6.3231,RON,21.08.2021
949,Турецька ліра,3.1257,TRY,21.08.2021
960,СПЗ (спеціальні права запозичення),37.7804,XDR,21.08.2021
975,Болгарський лев,15.9345,BGN,21.08.2021
978,Євро,31.169,EUR,21.08.2021
985,Злотий,6.8007,PLN,21.08.2021
12,Алжирський динар,0.1992,DZD,21.08.2021
50,Така,0.31622,BDT,21.08.2021
51,Вірменський драм,0.055151,AMD,21.08.2021
364,Іранський ріал,0.0006385,IRR,21.08.2021
368,Іракський динар,0.018368,IQD,21.08.2021
417,Сом,0.31639,KGS,21.08.2021
422,Ліванський фунт,0.017789,LBP,21.08.2021
434,Лівійський динар,5.9481,LYD,21.08.2021
458,Малайзійський ринггіт,6.3539,MYR,21.08.2021
504,Марокканський дирхам,3.0202,MAD,21.08.2021
586,Пакистанська рупія,0.16516,PKR,21.08.2021
704,Донг,0.0011686,VND,21.08.2021
764,Бат,0.81577,THB,21.08.2021
784,Дирхам ОАЕ,7.3011,AED,21.08.2021
788,Туніський динар,9.6477,TND,21.08.2021
860,Узбецький сум,0.0025239,UZS,21.08.2021
934,Туркменський новий манат,7.6619,TMT,21.08.2021
941,Сербський динар,0.27134,RSD,21.08.2021
944,Азербайджанський манат,15.7829,AZN,21.08.2021
972,Сомоні,2.3685,TJS,21.08.2021
981,Ларі,8.6228,GEL,21.08.2021
986,Бразильський реал,5.2481,BRL,21.08.2021
959,Золото,47630.93,XAU,21.08.2021
961,Срібло,622.86,XAG,21.08.2021
962,Платина,25785.06,XPT,21.08.2021
964,Паладій,62356.07,XPD,21.08.2021
36,Австралійський долар,19.1043,AUD,22.08.2021
124,Канадський долар,20.9047,CAD,22.08.2021
156,Юань Женьміньбі,4.1068,CNY,22.08.2021
191,Куна,4.1541,HRK,22.08.2021
203,Чеська крона,1.2223,CZK,22.08.2021
208,Данська крона,4.1913,DKK,22.08.2021
344,Гонконгівський долар,3.4206,HKD,22.08.2021
348,Форинт,0.088793,HUF,22.08.2021
356,Індійська рупія,0.3589,INR,22.08.2021
360,Рупія,0.00185,IDR,22.08.2021
376,Новий ізраїльський шекель,8.2054,ILS,22.08.2021
392,Єна,0.24302,JPY,22.08.2021
398,Теньге,0.062425,KZT,22.08.2021
410,Вона,0.02266,KRW,22.08.2021
484,Мексиканське песо,1.3223,MXN,22.08.2021
498,Молдовський лей,1.5167,MDL,22.08.2021
554,Новозеландський долар,18.2235,NZD,22.08.2021
578,Норвезька крона,2.957,NOK,22.08.2021
643,Російський рубль,0.35951,RUB,22.08.2021
682,Саудівський ріял,7.1062,SAR,22.08.2021
702,Сінгапурський долар,19.5499,SGD,22.08.2021
710,Ренд,1.7583,ZAR,22.08.2021
752,Шведська крона,3.0319,SEK,22.08.2021
756,Швейцарський франк,29.061,CHF,22.08.2021
818,Єгипетський фунт,1.6976,EGP,22.08.2021
826,Фунт стерлінгів,36.4471,GBP,22.08.2021
840,Долар США,26.6504,USD,22.08.2021
933,Білоруський рубль,10.5869,BYN,22.08.2021
946,Румунський лей,6.3231,RON,22.08.2021
949,Турецька ліра,3.1257,TRY,22.08.2021
960,СПЗ (спеціальні права запозичення),37.7804,XDR,22.08.2021
975,Болгарський лев,15.9345,BGN,22.08.2021
978,Євро,31.169,EUR,22.08.2021
985,Злотий,6.8007,PLN,22.08.2021
12,Алжирський динар,0.1992,DZD,22.08.2021
50,Така,0.31622,BDT,22.08.2021
51,Вірменський драм,0.055151,AMD,22.08.2021
364,Іранський ріал,0.0006385,IRR,22.08.2021
368,Іракський динар,0.018368,IQD,22.08.2021
417,Сом,0.31639,KGS,22.08.2021
422,Ліванський фунт,0.017789,LBP,22.08.2021
434,Лівійський динар,5.9481,LYD,22.08.2021
458,Малайзійський ринггіт,6.3539,MYR,22.08.2021
504,Марокканський дирхам,3.0202,MAD,22.08.2021
586,Пакистанська рупія,0.16516,PKR,22.08.2021
704,Донг,0.0011686,VND,22.08.2021
764,Бат,0.81577,THB,22.08.2021
784,Дирхам ОАЕ,7.3011,AED,22.08.2021
788,Туніський динар,9.6477,TND,22.08.2021
860,Узбецький сум,0.0025239,UZS,22.08.2021
934,Туркменський новий манат,7.6619,TMT,22.08.2021
941,Сербський динар,0.27134,RSD,22.08.2021
944,Азербайджанський манат,15.7829,AZN,22.08.2021
972,Сомоні,2.3685,TJS,22.08.2021
981,Ларі,8.6228,GEL,22.08.2021
986,Бразильський реал,5.2481,BRL,22.08.2021
959,Золото,47630.93,XAU,22.08.2021
961,Срібло,622.86,XAG,22.08.2021
962,Платина,25785.06,XPT,22.08.2021
964,Паладій,62356.07,XPD,22.08.2021
36,Австралійський долар,19.1043,AUD,23.08.2021
124,Канадський долар,20.9047,CAD,23.08.2021
156,Юань Женьміньбі,4.1068,CNY,23.08.2021
191,Куна,4.1541,HRK,23.08.2021
203,Чеська крона,1.2223,CZK,23.08.2021
208,Данська крона,4.1913,DKK,23.08.2021
344,Гонконгівський долар,3.4206,HKD,23.08.2021
